Date Time,Open,High,Low,Close,Volume
2020-04-19 14:04:00,7154.33,7155.4,7148.05,7149.51,25.910078
2020-04-19 14:05:00,7149.5,7150.0,7147.2,7149.65,21.758495
2020-04-19 14:06:00,7149.01,7150.0,7149.0,7149.31,19.202712
2020-04-19 14:07:00,7149.56,7150.68,7149.0,7149.52,13.597653
2020-04-19 14:08:00,7149.57,7149.73,7130.0,7130.99,186.953549
2020-04-19 14:09:00,7130.99,7140.42,7126.0,7137.75,115.358165
2020-04-19 14:10:00,7138.25,7139.5,7135.0,7137.76,21.928318
2020-04-19 14:11:00,7137.06,7138.43,7134.0,7138.42,25.123052
2020-04-19 14:12:00,7138.43,7146.0,7136.94,7145.99,32.649048
2020-04-19 14:13:00,7146.0,7146.75,7138.74,7146.73,23.414955
2020-04-19 14:14:00,7145.39,7146.88,7140.19,7140.19,16.474853
2020-04-19 14:15:00,7140.05,7143.79,7138.66,7141.6,34.917534
2020-04-19 14:16:00,7142.21,7149.99,7142.21,7148.42,26.868759
2020-04-19 14:17:00,7148.43,7148.72,7140.01,7141.25,16.024258
2020-04-19 14:18:00,7141.63,7147.13,7140.0,7146.85,20.470862
2020-04-19 14:19:00,7146.85,7148.01,7146.0,7148.01,14.39495
2020-04-19 14:20:00,7148.01,7149.9,7147.7,7148.17,7.078217
2020-04-19 14:21:00,7148.17,7148.95,7144.83,7145.7,4.82596
2020-04-19 14:22:00,7145.41,7146.82,7144.39,7145.77,4.324298
2020-04-19 14:23:00,7145.47,7146.15,7145.0,7145.0,4.085325
2020-04-19 14:24:00,7145.0,7146.0,7142.49,7146.0,14.4767
2020-04-19 14:25:00,7146.0,7147.83,7144.36,7144.54,6.77893
2020-04-19 14:26:00,7144.8,7145.03,7140.02,7141.43,10.951346
2020-04-19 14:27:00,7141.57,7143.38,7141.28,7142.76,8.168876
2020-04-19 14:28:00,7142.57,7143.42,7142.21,7142.54,7.160867
2020-04-19 14:29:00,7142.54,7142.87,7140.01,7140.02,24.574417
2020-04-19 14:30:00,7140.01,7140.02,7135.0,7135.58,33.085724
2020-04-19 14:31:00,7135.5,7141.69,7133.74,7140.64,68.582948
2020-04-19 14:32:00,7140.64,7141.74,7136.95,7139.11,22.08239
2020-04-19 14:33:00,7139.11,7139.13,7136.62,7136.68,19.985348
2020-04-19 14:34:00,7136.68,7137.99,7131.01,7136.72,43.791086
2020-04-19 14:35:00,7137.9,7141.78,7136.93,7138.79,34.11615
2020-04-19 14:36:00,7138.79,7140.18,7134.04,7134.14,41.381689
2020-04-19 14:37:00,7134.06,7135.98,7128.87,7131.51,37.144667
2020-04-19 14:38:00,7131.23,7132.39,7115.44,7117.74,193.032322
2020-04-19 14:39:00,7117.74,7125.83,7116.64,7120.8,73.161741
2020-04-19 14:40:00,7120.8,7128.89,7120.0,7122.02,62.592216
2020-04-19 14:41:00,7121.29,7129.53,7120.56,7124.37,57.246517
2020-04-19 14:42:00,7124.36,7129.01,7123.22,7125.47,43.692897
2020-04-19 14:43:00,7125.4,7128.02,7116.0,7116.01,48.073083
2020-04-19 14:44:00,7116.0,7116.01,7080.0,7098.93,849.217606
2020-04-19 14:45:00,7099.72,7113.82,7080.0,7113.82,172.995173
2020-04-19 14:46:00,7113.88,7121.97,7104.51,7120.0,205.505753
2020-04-19 14:47:00,7120.01,7120.01,7108.57,7114.25,89.27241
2020-04-19 14:48:00,7113.89,7119.23,7113.86,7116.92,49.378527
2020-04-19 14:49:00,7115.98,7118.0,7109.17,7110.2,56.51532
2020-04-19 14:50:00,7109.91,7110.11,7107.75,7109.71,30.858328
2020-04-19 14:51:00,7109.72,7122.0,7109.33,7119.16,69.540725
2020-04-19 14:52:00,7119.37,7121.89,7116.92,7116.92,24.310406
2020-04-19 14:53:00,7116.92,7116.93,7100.0,7100.01,75.73016
2020-04-19 14:54:00,7100.01,7110.28,7100.0,7106.56,57.989752
2020-04-19 14:55:00,7106.48,7115.0,7102.56,7109.49,60.759629
2020-04-19 14:56:00,7109.17,7109.17,7105.0,7105.0,58.730162
2020-04-19 14:57:00,7105.0,7106.0,7094.75,7102.62,99.97636
2020-04-19 14:58:00,7102.12,7102.62,7084.04,7097.1,136.496337
2020-04-19 14:59:00,7097.05,7104.62,7096.74,7103.2,94.030393
2020-04-19 15:00:00,7103.46,7103.77,7090.68,7092.88,72.984918
2020-04-19 15:01:00,7092.89,7098.45,7092.25,7092.52,81.480919
2020-04-19 15:02:00,7092.51,7093.55,7080.0,7089.0,101.530912
2020-04-19 15:03:00,7089.0,7089.0,7061.67,7070.13,349.94155
2020-04-19 15:04:00,7069.85,7076.0,7055.6,7064.25,563.795822
2020-04-19 15:05:00,7064.14,7078.0,7060.0,7072.41,158.767689
2020-04-19 15:06:00,7072.39,7075.29,7067.66,7068.76,121.91424
2020-04-19 15:07:00,7068.31,7075.0,7068.17,7072.6,50.58437
2020-04-19 15:08:00,7072.6,7072.6,7063.17,7067.12,142.42425
2020-04-19 15:09:00,7067.64,7078.0,7067.11,7076.55,101.121908
2020-04-19 15:10:00,7076.2,7076.59,7068.06,7074.22,80.172286
2020-04-19 15:11:00,7074.88,7085.41,7074.25,7084.55,61.819461
2020-04-19 15:12:00,7084.47,7084.48,7080.03,7083.0,50.891497
2020-04-19 15:13:00,7083.0,7085.0,7078.88,7080.16,45.049568
2020-04-19 15:14:00,7079.08,7082.17,7068.67,7075.08,77.465492
2020-04-19 15:15:00,7075.09,7083.97,7072.37,7083.87,54.167167
2020-04-19 15:16:00,7083.83,7085.0,7080.54,7083.63,49.20775
2020-04-19 15:17:00,7083.63,7088.0,7083.63,7086.21,46.905407
2020-04-19 15:18:00,7086.01,7087.92,7081.26,7085.26,34.212693
2020-04-19 15:19:00,7084.78,7088.0,7083.58,7085.18,59.02842
2020-04-19 15:20:00,7085.17,7086.91,7083.0,7084.79,38.712792
2020-04-19 15:21:00,7084.45,7084.97,7077.36,7078.77,50.023113
2020-04-19 15:22:00,7078.55,7083.36,7077.32,7080.0,30.745895
2020-04-19 15:23:00,7080.0,7080.61,7070.03,7071.66,54.161551
2020-04-19 15:24:00,7071.66,7078.92,7071.65,7077.62,43.38202
2020-04-19 15:25:00,7077.67,7083.27,7077.0,7083.0,36.076213
2020-04-19 15:26:00,7083.0,7085.0,7076.01,7076.3,55.190971
2020-04-19 15:27:00,7076.37,7087.38,7076.04,7084.15,73.818231
2020-04-19 15:28:00,7083.58,7087.06,7080.0,7085.59,27.35285
2020-04-19 15:29:00,7085.99,7087.14,7084.05,7086.26,19.634707
2020-04-19 15:30:00,7086.26,7097.11,7084.57,7091.92,105.624081
2020-04-19 15:31:00,7091.88,7092.69,7087.37,7089.34,45.153458
2020-04-19 15:32:00,7089.2,7095.19,7089.2,7091.98,104.263674
2020-04-19 15:33:00,7093.55,7093.55,7090.04,7091.31,30.936336
2020-04-19 15:34:00,7091.31,7097.74,7091.24,7093.54,44.392502
2020-04-19 15:35:00,7093.54,7093.96,7087.7,7088.32,39.567181
2020-04-19 15:36:00,7088.17,7089.05,7085.0,7086.23,36.764159
2020-04-19 15:37:00,7085.8,7092.56,7085.79,7091.54,28.02325
2020-04-19 15:38:00,7091.18,7092.0,7088.72,7090.68,9.685865
2020-04-19 15:39:00,7090.48,7091.14,7080.01,7082.78,59.532841
2020-04-19 15:40:00,7082.52,7084.15,7080.0,7080.22,109.384206
2020-04-19 15:41:00,7080.7,7083.96,7080.45,7083.45,15.12472
2020-04-19 15:42:00,7083.37,7083.61,7081.99,7083.61,17.963343
2020-04-19 15:43:00,7083.61,7083.61,7080.05,7080.24,7.371297
2020-04-19 15:44:00,7080.94,7088.99,7080.26,7087.6,66.190293
2020-04-19 15:45:00,7087.42,7100.0,7086.45,7099.99,52.278087
2020-04-19 15:46:00,7099.99,7100.37,7096.56,7097.37,39.737324
2020-04-19 15:47:00,7097.37,7101.75,7096.31,7100.09,23.325968
2020-04-19 15:48:00,7100.09,7110.11,7099.85,7105.39,123.439254
2020-04-19 15:49:00,7105.39,7105.77,7099.0,7100.02,165.701887
2020-04-19 15:50:00,7100.02,7103.85,7098.25,7103.53,136.880352
2020-04-19 15:51:00,7102.77,7107.98,7102.02,7107.89,66.835823
2020-04-19 15:52:00,7107.89,7112.18,7105.09,7107.99,108.749515
2020-04-19 15:53:00,7107.99,7110.34,7101.6,7102.78,66.789069
2020-04-19 15:54:00,7103.23,7112.24,7102.0,7112.13,53.18955
2020-04-19 15:55:00,7112.09,7112.09,7106.83,7110.66,50.69061
2020-04-19 15:56:00,7110.67,7112.49,7108.0,7111.8,140.24299
2020-04-19 15:57:00,7112.32,7113.24,7110.15,7112.11,27.628772
2020-04-19 15:58:00,7112.29,7112.29,7109.0,7109.01,22.148546
2020-04-19 15:59:00,7109.16,7111.69,7104.51,7106.99,100.193807
2020-04-19 16:00:00,7107.03,7107.78,7101.0,7103.28,37.559457
2020-04-19 16:01:00,7103.16,7108.14,7101.38,7107.12,32.835145
2020-04-19 16:02:00,7106.96,7110.0,7106.46,7109.37,30.571765
2020-04-19 16:03:00,7109.75,7110.56,7105.29,7107.0,29.816084
2020-04-19 16:04:00,7107.0,7109.28,7107.0,7107.88,17.027024
2020-04-19 16:05:00,7107.75,7108.64,7107.0,7107.0,15.921931
2020-04-19 16:06:00,7107.0,7107.0,7101.0,7103.03,12.234109
2020-04-19 16:07:00,7103.05,7104.75,7102.38,7102.38,11.897327
2020-04-19 16:08:00,7102.22,7102.97,7098.25,7099.05,21.024656
2020-04-19 16:09:00,7099.05,7100.0,7098.25,7100.0,22.411086
2020-04-19 16:10:00,7100.0,7115.0,7099.29,7112.55,101.914904
2020-04-19 16:11:00,7112.3,7113.66,7106.09,7112.63,21.903958
2020-04-19 16:12:00,7112.4,7115.0,7112.12,7112.98,23.472244
2020-04-19 16:13:00,7112.97,7120.0,7112.97,7117.49,56.487242
2020-04-19 16:14:00,7117.49,7119.9,7114.98,7116.12,43.918952
2020-04-19 16:15:00,7116.12,7116.34,7113.0,7113.6,20.336212
2020-04-19 16:16:00,7113.84,7114.98,7110.0,7113.59,30.928213
2020-04-19 16:17:00,7112.66,7114.88,7110.0,7110.0,13.018804
2020-04-19 16:18:00,7110.0,7112.03,7108.39,7109.07,12.929111
2020-04-19 16:19:00,7108.91,7110.42,7107.63,7110.42,12.46571
2020-04-19 16:20:00,7110.42,7111.54,7107.17,7107.17,18.93302
2020-04-19 16:21:00,7107.18,7108.74,7104.99,7105.66,27.684826
2020-04-19 16:22:00,7105.75,7107.27,7103.99,7105.82,8.118944
2020-04-19 16:23:00,7105.35,7105.86,7101.01,7102.17,21.238457
2020-04-19 16:24:00,7102.07,7113.93,7101.7,7111.19,25.283256
2020-04-19 16:25:00,7111.19,7112.7,7105.01,7105.46,13.709847
2020-04-19 16:26:00,7106.39,7107.41,7101.84,7102.82,17.081386
2020-04-19 16:27:00,7103.45,7106.14,7100.3,7104.62,20.444368
2020-04-19 16:28:00,7104.71,7104.72,7100.0,7100.95,13.12578
2020-04-19 16:29:00,7100.51,7103.29,7100.0,7101.63,13.531338
2020-04-19 16:30:00,7101.48,7102.24,7100.0,7100.53,20.392488
2020-04-19 16:31:00,7100.54,7102.38,7100.0,7102.38,13.598034
2020-04-19 16:32:00,7102.37,7102.37,7100.0,7100.0,24.753436
2020-04-19 16:33:00,7100.43,7100.94,7092.7,7100.1,110.683065
2020-04-19 16:34:00,7100.2,7101.61,7089.86,7090.94,164.462914
2020-04-19 16:35:00,7090.7,7097.06,7089.77,7094.11,19.45138
2020-04-19 16:36:00,7094.1,7095.99,7092.16,7093.51,11.515453
2020-04-19 16:37:00,7093.71,7095.8,7093.09,7095.26,15.74927
2020-04-19 16:38:00,7095.61,7096.26,7093.88,7095.0,14.676811
2020-04-19 16:39:00,7095.0,7095.24,7093.57,7094.99,22.988028
2020-04-19 16:40:00,7094.92,7095.0,7092.03,7094.86,17.518637
2020-04-19 16:41:00,7094.86,7095.0,7093.0,7093.7,9.005501
2020-04-19 16:42:00,7093.2,7094.92,7093.0,7093.0,10.30886
2020-04-19 16:43:00,7093.0,7104.53,7092.32,7102.71,60.897626
2020-04-19 16:44:00,7102.71,7111.77,7099.88,7111.18,77.311288
2020-04-19 16:45:00,7111.18,7111.18,7105.17,7109.0,116.984774
2020-04-19 16:46:00,7109.0,7111.03,7109.0,7109.0,17.330703
2020-04-19 16:47:00,7109.0,7109.01,7106.32,7108.99,8.961654
2020-04-19 16:48:00,7109.0,7110.0,7107.86,7109.29,16.39852
2020-04-19 16:49:00,7109.31,7110.99,7107.73,7110.01,10.067394
2020-04-19 16:50:00,7110.0,7110.0,7096.19,7099.15,55.182387
2020-04-19 16:51:00,7099.15,7104.0,7099.15,7101.42,86.123171
2020-04-19 16:52:00,7101.41,7103.32,7101.24,7102.0,10.506118
2020-04-19 16:53:00,7102.0,7103.13,7101.85,7102.36,8.447679
2020-04-19 16:54:00,7102.26,7102.42,7100.44,7101.94,10.687027
2020-04-19 16:55:00,7101.44,7102.67,7100.01,7102.19,5.221403
2020-04-19 16:56:00,7102.19,7102.56,7100.75,7100.75,7.892055
2020-04-19 16:57:00,7100.76,7100.88,7096.42,7097.31,7.989555
2020-04-19 16:58:00,7097.22,7098.93,7095.55,7096.43,8.49515
2020-04-19 16:59:00,7096.43,7101.56,7096.42,7097.33,15.124309
2020-04-19 17:00:00,7097.34,7107.29,7089.08,7107.13,87.179743
2020-04-19 17:01:00,7107.1,7107.1,7098.05,7099.0,46.617521
2020-04-19 17:02:00,7099.0,7099.95,7092.72,7096.61,15.340211
2020-04-19 17:03:00,7096.61,7096.73,7093.58,7094.78,5.923306
2020-04-19 17:04:00,7094.78,7094.79,7086.0,7090.79,47.89303
2020-04-19 17:05:00,7091.42,7093.08,7089.99,7091.37,28.962847
2020-04-19 17:06:00,7091.02,7095.99,7087.17,7093.23,14.032664
2020-04-19 17:07:00,7093.42,7093.49,7089.74,7091.99,13.5351
2020-04-19 17:08:00,7091.99,7100.85,7091.0,7096.17,44.094049
2020-04-19 17:09:00,7096.52,7096.52,7091.0,7092.33,12.559659
2020-04-19 17:10:00,7092.05,7095.36,7091.46,7094.95,9.416815
2020-04-19 17:11:00,7095.32,7102.87,7095.32,7100.72,27.040611
2020-04-19 17:12:00,7100.72,7102.92,7100.0,7102.34,14.879695
2020-04-19 17:13:00,7102.34,7103.78,7100.44,7101.67,18.671892
2020-04-19 17:14:00,7102.28,7103.56,7101.28,7102.58,8.90846
2020-04-19 17:15:00,7102.7,7103.6,7102.01,7102.76,6.833793
2020-04-19 17:16:00,7103.06,7108.08,7102.77,7107.67,24.945115
2020-04-19 17:17:00,7107.68,7108.42,7104.2,7106.94,18.858617
2020-04-19 17:18:00,7106.94,7107.0,7102.01,7102.01,11.12111
2020-04-19 17:19:00,7102.0,7107.84,7101.18,7105.56,9.442775
2020-04-19 17:20:00,7105.48,7107.78,7105.1,7105.1,17.604356
2020-04-19 17:21:00,7105.11,7108.0,7102.18,7102.18,16.15449
2020-04-19 17:22:00,7103.28,7115.0,7103.22,7113.77,39.321882
2020-04-19 17:23:00,7113.63,7115.0,7110.01,7113.11,73.071207
2020-04-19 17:24:00,7113.1,7113.1,7108.0,7108.05,17.380772
2020-04-19 17:25:00,7108.07,7111.94,7108.02,7109.65,16.070109
2020-04-19 17:26:00,7109.71,7129.98,7109.65,7124.64,134.235413
2020-04-19 17:27:00,7124.13,7126.84,7116.1,7126.29,50.810804
2020-04-19 17:28:00,7126.4,7129.28,7121.18,7125.47,129.390071
2020-04-19 17:29:00,7125.88,7126.35,7122.27,7125.49,28.357449
2020-04-19 17:30:00,7125.49,7125.73,7119.23,7120.33,35.127942
2020-04-19 17:31:00,7120.33,7127.97,7119.87,7125.47,24.161647
2020-04-19 17:32:00,7125.48,7134.05,7125.43,7129.86,134.867271
2020-04-19 17:33:00,7129.11,7130.81,7120.33,7123.2,48.159273
2020-04-19 17:34:00,7122.36,7125.57,7117.32,7121.4,38.132431
2020-04-19 17:35:00,7121.4,7125.13,7117.17,7117.39,31.292179
2020-04-19 17:36:00,7117.39,7118.18,7117.33,7118.18,19.807488
2020-04-19 17:37:00,7118.18,7128.21,7118.0,7126.41,50.798514
2020-04-19 17:38:00,7127.78,7127.83,7120.02,7123.57,37.346469
2020-04-19 17:39:00,7124.13,7125.98,7121.8,7124.13,18.85131
2020-04-19 17:40:00,7124.14,7130.71,7122.75,7130.35,17.775875
2020-04-19 17:41:00,7131.0,7131.75,7123.18,7124.81,53.468224
2020-04-19 17:42:00,7124.81,7125.86,7120.0,7120.0,20.909194
2020-04-19 17:43:00,7120.0,7122.95,7120.0,7120.01,18.969735
2020-04-19 17:44:00,7120.0,7120.01,7116.07,7119.99,21.36884
2020-04-19 17:45:00,7119.86,7120.07,7115.38,7117.94,19.579582
2020-04-19 17:46:00,7117.96,7117.96,7116.34,7116.34,7.721026
2020-04-19 17:47:00,7116.34,7123.22,7116.34,7120.72,43.949358
2020-04-19 17:48:00,7121.23,7124.71,7121.2,7121.61,9.65173
2020-04-19 17:49:00,7121.6,7121.94,7120.69,7120.73,25.539058
2020-04-19 17:50:00,7120.73,7127.07,7120.73,7123.15,26.930389
2020-04-19 17:51:00,7123.16,7124.96,7122.94,7123.59,18.427085
2020-04-19 17:52:00,7124.02,7130.17,7122.94,7126.48,32.532024
2020-04-19 17:53:00,7126.48,7127.12,7122.44,7123.52,18.418154
2020-04-19 17:54:00,7123.62,7125.98,7120.61,7124.48,20.174128
2020-04-19 17:55:00,7124.7,7125.49,7119.05,7120.95,28.757831
2020-04-19 17:56:00,7120.6,7122.0,7120.6,7122.0,15.103121
2020-04-19 17:57:00,7122.0,7126.0,7121.81,7124.69,19.821761
2020-04-19 17:58:00,7125.0,7127.44,7124.76,7125.55,22.301249
2020-04-19 17:59:00,7125.83,7126.26,7122.21,7122.59,45.957565
2020-04-19 18:00:00,7122.49,7124.14,7121.39,7122.0,14.650856
2020-04-19 18:01:00,7122.0,7125.57,7122.0,7123.54,15.1846
2020-04-19 18:02:00,7123.89,7123.95,7120.0,7120.0,11.528286
2020-04-19 18:03:00,7120.53,7120.71,7117.54,7118.59,19.562231
2020-04-19 18:04:00,7118.44,7118.72,7116.29,7117.41,7.289409
2020-04-19 18:05:00,7117.41,7122.97,7116.7,7122.19,31.135192
2020-04-19 18:06:00,7122.17,7122.89,7118.02,7119.34,10.54382
2020-04-19 18:07:00,7119.5,7129.0,7119.33,7125.83,23.756182
2020-04-19 18:08:00,7125.84,7140.0,7124.64,7135.34,88.497813
2020-04-19 18:09:00,7135.34,7141.0,7133.32,7136.7,134.247729
2020-04-19 18:10:00,7136.7,7145.0,7136.56,7144.26,72.845671
2020-04-19 18:11:00,7144.29,7145.0,7137.89,7140.0,166.270648
2020-04-19 18:12:00,7140.01,7143.88,7135.0,7139.21,49.915798
2020-04-19 18:13:00,7139.22,7144.4,7139.22,7142.74,24.118261
2020-04-19 18:14:00,7141.99,7147.0,7141.7,7146.99,94.736951
2020-04-19 18:15:00,7146.99,7151.13,7140.0,7141.89,85.828342
2020-04-19 18:16:00,7141.88,7142.44,7137.82,7139.52,23.412227
2020-04-19 18:17:00,7139.52,7143.26,7137.8,7140.0,26.681057
2020-04-19 18:18:00,7140.0,7142.25,7137.13,7138.6,18.861641
2020-04-19 18:19:00,7138.57,7142.86,7137.4,7138.12,70.82164
2020-04-19 18:20:00,7138.3,7143.0,7138.27,7142.9,24.738024
2020-04-19 18:21:00,7142.91,7144.76,7140.14,7141.08,14.845947
2020-04-19 18:22:00,7141.19,7147.0,7140.63,7145.62,25.722023
2020-04-19 18:23:00,7146.56,7147.12,7145.33,7146.99,22.292666
2020-04-19 18:24:00,7146.38,7154.11,7145.91,7153.16,41.640599
2020-04-19 18:25:00,7153.31,7165.0,7151.31,7159.41,120.975033
2020-04-19 18:26:00,7159.93,7165.08,7155.17,7159.24,41.626226
2020-04-19 18:27:00,7159.24,7162.99,7154.89,7160.64,40.929306
2020-04-19 18:28:00,7160.7,7161.15,7155.5,7155.81,46.812561
2020-04-19 18:29:00,7156.13,7156.74,7150.0,7156.4,69.843938
2020-04-19 18:30:00,7155.75,7158.58,7150.0,7150.68,27.651004
2020-04-19 18:31:00,7151.09,7151.09,7143.76,7147.14,51.503238
2020-04-19 18:32:00,7147.12,7156.43,7145.67,7154.73,41.156031
2020-04-19 18:33:00,7154.74,7160.0,7150.0,7154.2,68.509456
2020-04-19 18:34:00,7153.78,7158.38,7153.02,7154.92,23.051999
2020-04-19 18:35:00,7154.93,7155.54,7151.01,7152.74,32.688367
2020-04-19 18:36:00,7152.76,7159.29,7152.0,7157.17,34.197897
2020-04-19 18:37:00,7157.18,7160.0,7152.0,7153.78,45.52754
2020-04-19 18:38:00,7153.7,7154.9,7152.0,7153.27,26.064856
2020-04-19 18:39:00,7153.1,7159.0,7152.44,7157.54,26.993152
2020-04-19 18:40:00,7157.55,7163.43,7156.84,7163.24,41.413291
2020-04-19 18:41:00,7163.38,7167.93,7160.8,7163.17,103.185678
2020-04-19 18:42:00,7163.13,7164.95,7157.31,7157.31,30.821678
2020-04-19 18:43:00,7157.31,7162.05,7156.01,7159.8,25.783383
2020-04-19 18:44:00,7159.8,7160.27,7155.07,7155.67,20.997638
2020-04-19 18:45:00,7155.76,7156.71,7152.01,7153.71,40.791245
2020-04-19 18:46:00,7153.67,7154.67,7146.27,7148.65,32.351423
2020-04-19 18:47:00,7148.64,7152.32,7146.45,7147.03,21.71195
2020-04-19 18:48:00,7146.99,7149.66,7146.97,7147.58,10.323926
2020-04-19 18:49:00,7147.08,7148.25,7145.0,7145.03,39.92549
2020-04-19 18:50:00,7145.01,7148.8,7145.0,7146.38,30.71071
2020-04-19 18:51:00,7146.39,7150.0,7146.38,7149.67,24.694173
2020-04-19 18:52:00,7149.67,7149.67,7149.51,7149.67,14.961067
2020-04-19 18:53:00,7149.66,7149.67,7149.62,7149.67,15.752555
2020-04-19 18:54:00,7149.67,7153.76,7149.64,7153.31,28.492127
2020-04-19 18:55:00,7153.32,7153.42,7150.14,7150.93,13.580183
2020-04-19 18:56:00,7150.93,7151.72,7148.12,7149.54,20.852371
2020-04-19 18:57:00,7149.53,7149.85,7145.13,7149.01,10.560666
2020-04-19 18:58:00,7149.01,7149.01,7147.14,7148.27,4.208052
2020-04-19 18:59:00,7148.18,7159.97,7147.59,7157.14,37.323686
2020-04-19 19:00:00,7157.15,7160.0,7157.14,7158.71,8.440556
